,query_vector
marg,0.0
ebay,0.0
kijiji,0.0
mambo,0.0
joomla,0.0
jumla,0.0
jenga,0.0
deconstruct,0.0
kujenga,0.0
weird,0.0
gainesvil,0.0
fl,0.0
umoja,0.0
conway,0.0
sf,0.0
hangar,0.0
spaceship,0.0
vocod,0.0
amr,0.0
kamusiproject,0.0
tutori,0.0
mandomb,0.0
birgit,0.0
chiraghdin,0.0
shihabuddin,0.0
mnyampala,0.0
contini,0.0
morava,0.0
kampala,0.0
vumba,0.0
jomvu,0.0
ngare,0.0
marshad,0.0
kiingereza,0.0
nchini,0.0
jomo,0.0
kenyatta,0.0
shirazi,0.0
ethnograph,0.0
daryl,0.0
nautic,0.0
wilfr,0.0
panafrican,0.0
kapinga,0.0
lookup,0.0
bitter,0.0
consecut,0.0
subsidi,0.0
diamet,0.0
deduct,0.0
ruth,0.0
inconclus,0.0
ander,0.0
undat,0.0
pastor,0.0
suspend,0.0
interfer,0.0
dealt,0.0
gore,0.0
entangl,0.0
farewel,0.0
hornblow,0.0
proven,0.0
morgan,0.0
repeal,0.0
maryland,0.0
surgeon,0.0
regain,0.0
cornelia,0.0
upbring,0.0
oxid,0.0
withdrawn,0.0
drought,0.0
readili,0.0
aboard,0.0
injunct,0.0
extravag,0.0
stout,0.0
grain,0.0
multipli,0.0
sore,0.0
zorn,0.0
industrialist,0.0
nassau,0.0
fulton,0.0
protection,0.0
blunder,0.0
striker,0.0
nitrou,0.0
bedrock,0.0
inflationari,0.0
pullman,0.0
silverit,0.0
caldwel,0.0
neal,0.0
fayettevil,0.0
eri,0.0
unpleas,0.0
hangman,0.0
deris,0.0
chant,0.0
croft,0.0
halpin,0.0
folsom,0.0
geronimo,0.0
decri,0.0
zakaria,0.0
retard,0.0
bayard,0.0
moralist,0.0
quicken,0.0
indefens,0.0
culpabl,0.0
hoard,0.0
needlessli,0.0
plunder,0.0
esther,0.0
thurman,0.0
squeak,0.0
foreclosur,0.0
gorman,0.0
virginian,0.0
pue,0.0
nullifi,0.0
disgrac,0.0
perfidi,0.0
dishonor,0.0
altgeld,0.0
foe,0.0
invok,0.0
henderson,0.0
blount,0.0
liliuokalani,0.0
scath,0.0
reinstat,0.0
turpi,0.0
eastman,0.0
wheeler,0.0
peckham,0.0
rufu,0.0
reilli,0.0
ulcer,0.0
lingual,0.0
biopsi,0.0
tumor,0.0
guis,0.0
bryant,0.0
erdmann,0.0
hasbrouck,0.0
dentist,0.0
anesthesiologist,0.0
janeway,0.0
oneida,0.0
sedat,0.0
orthodontist,0.0
prosthesi,0.0
placat,0.0
transpir,0.0
diagnosi,0.0
verruc,0.0
carcinoma,0.0
excis,0.0
westland,0.0
jamestown,0.0
sewel,0.0
humorist,0.0
nonprofit,0.0
nonpartisan,0.0
fairfield,0.0
geopolit,0.0
separatist,0.0
erupt,0.0
tsunami,0.0
tidal,0.0
supplier,0.0
forecast,0.0
hardship,0.0
spectat,0.0
macdonald,0.0
meadow,0.0
amateur,0.0
demographi,0.0
richer,0.0
madam,0.0
reunif,0.0
mackenzi,0.0
totem,0.0
thinli,0.0
outpost,0.0
peacekeep,0.0
hurrican,0.0
katrina,0.0
protrud,0.0
nickel,0.0
colonist,0.0
lester,0.0
arctic,0.0
tundra,0.0
nunavut,0.0
inuit,0.0
cbc,0.0
tar,0.0
uranium,0.0
notwithstand,0.0
curl,0.0
wield,0.0
tag,0.0
scheldt,0.0
utrecht,0.0
armour,0.0
multicultur,0.0
niagara,0.0
lyon,0.0
jacqu,0.0
ravag,0.0
conifer,0.0
appel,0.0
hydroelectr,0.0
nhl,0.0
tommi,0.0
slimmer,0.0
rupert,0.0
oa,0.0
boreal,0.0
pastim,0.0
vaccin,0.0
abort,0.0
attende,0.0
empow,0.0
westward,0.0
rcmp,0.0
amalgam,0.0
chill,0.0
cartier,0.0
laurier,0.0
cfl,0.0
judaism,0.0
beaver,0.0
dominion,0.0
bloc,0.0
surplus,0.0
reuter,0.0
loon,0.0
iroquoian,0.0
champlain,0.0
expo,0.0
prairi,0.0
canadien,0.0
pearson,0.0
trudeau,0.0
accret,0.0
stadacona,0.0
donnacona,0.0
ans,0.0
basqu,0.0
whaler,0.0
tadoussac,0.0
acadia,0.0
iroquoi,0.0
intercoloni,0.0
loyalist,0.0
charlottetown,0.0
durham,0.0
exploratori,0.0
offset,0.0
refactor,0.0
grievanc,0.0
klondik,0.0
wilfrid,0.0
vimi,0.0
borden,0.0
ccf,0.0
presag,0.0
diepp,0.0
materiel,0.0
unilater,0.0
registrar,0.0
patriat,0.0
omnipres,0.0
overridden,0.0
privi,0.0
lle,0.0
apport,0.0
ndp,0.0
arbit,0.0
beverley,0.0
mclachlin,0.0
undefend,0.0
norad,0.0
suez,0.0
apec,0.0
kashmir,0.0
seab,0.0
labrador,0.0
longitud,0.0
ellesmer,0.0
scour,0.0
horsesho,0.0
volumin,0.0
waterfal,0.0
appalachian,0.0
fundi,0.0
nahanni,0.0
barren,0.0
athabasca,0.0
canola,0.0
aeronaut,0.0
fta,0.0
nafta,0.0
budgetari,0.0
edmonton,0.0
postsecondari,0.0
kwakwaka,0.0
wakw,0.0
nfb,0.0
crtc,0.0
lacross,0.0
whistler,0.0
inuktitut,0.0
lit,0.0
voc,0.0
packag,0.0
academia,0.0
deeper,0.0
amus,0.0
accredit,0.0
logist,0.0
pragmat,0.0
pronomin,0.0
do,0.0
canari,0.0
sevil,0.0
ola,0.0
invert,0.0
pinch,0.0
acknowledg,0.0
mite,0.0
cuban,0.0
bana,0.0
reflex,0.0
forgotten,0.0
fang,0.0
vo,0.0
remi,0.0
rom,0.0
carolin,0.0
isabel,0.0
avocado,0.0
latino,0.0
una,0.0
everyon,0.0
cervant,0.0
con,0.0
stork,0.0
vagina,0.0
peninsular,0.0
lad,0.0
lat,0.0
butter,0.0
intra,0.0
guy,0.0
parc,0.0
castilian,0.0
castellano,0.0
anglospher,0.0
galician,0.0
demean,0.0
ibero,0.0
caricom,0.0
xico,0.0
mundo,0.0
aymara,0.0
carib,0.0
cocoa,0.0
panyol,0.0
parang,0.0
parranda,0.0
saffl,0.0
secretariat,0.0
mercosur,0.0
mercosul,0.0
ofici,0.0
sahrawi,0.0
refuerzo,0.0
llega,0.0
saharaui,0.0
escuela,0.0
tinduf,0.0
ceuta,0.0
melilla,0.0
imposit,0.0
corazon,0.0
aquino,0.0
oceania,0.0
salvadoran,0.0
hispanophon,0.0
digo,0.0
reverenti,0.0
venezuelan,0.0
zulia,0.0
tabasco,0.0
chiapa,0.0
diz,0.0
embarrassingli,0.0
mantequilla,0.0
aguac,0.0
albaricoqu,0.0
apricot,0.0
manteca,0.0
palta,0.0
damasco,0.0
coger,0.0
pisar,0.0
concha,0.0
seashel,0.0
vulva,0.0
bobbi,0.0
stingi,0.0
taco,0.0
swearword,0.0
pija,0.0
posh,0.0
snobbi,0.0
coch,0.0
stroller,0.0
carro,0.0
papaya,0.0
fruta,0.0
bomba,0.0
dude,0.0
modismo,0.0
mano,0.0
cuat,0.0
carnal,0.0
mae,0.0
parcero,0.0
pata,0.0
causa,0.0
pana,0.0
sociohistor,0.0
asturian,0.0
ladino,0.0
leones,0.0
judaeo,0.0
sephardi,0.0
sephardim,0.0
olim,0.0
grandchildren,0.0
haketia,0.0
vagari,0.0
interlingu,0.0
lusiad,0.0
celtiberian,0.0
visigoth,0.0
alava,0.0
cantabria,0.0
burgo,0.0
soria,0.0
rioja,0.0
glosa,0.0
emilianens,0.0
diachron,0.0
salamanca,0.0
elio,0.0
nebrija,0.0
harlem,0.0
gal,0.0
gascon,0.0
acc,0.0
typograph,0.0
tild,0.0
rr,0.0
collat,0.0
cz,0.0
diccionario,0.0
duda,0.0
congreso,0.0
celebrado,0.0
adoptar,0.0
orden,0.0
tico,0.0
consideran,0.0
letra,0.0
independient,0.0
consecuencia,0.0
palabra,0.0
comienzan,0.0
por,0.0
esta,0.0
contienen,0.0
pasan,0.0
alfabetizars,0.0
lugar,0.0
corresponden,0.0
dentro,0.0
respectivament,0.0
reforma,0.0
afecta,0.0
proceso,0.0
abecedario,0.0
grafo,0.0
siguen,0.0
formando,0.0
obstant,0.0
para,0.0
mico,0.0
vario,0.0
organismo,0.0
internacional,0.0
entr,0.0
cg,0.0
lk,0.0
lm,0.0
toponymi,0.0
lowercas,0.0
rae,0.0
exclamatori,0.0
smo,0.0
asterisk,0.0
vacil,0.0
occlus,0.0
andalusia,0.0
ceceo,0.0
preantepenultim,0.0
ndoselo,0.0
sabana,0.0
delet,0.0
archiphonem,0.0
chavacano,0.0
llanito,0.0
palenquero,0.0
papiamento,0.0
spanglish,0.0
canarian,0.0
castrapo,0.0
murcian,0.0
bolivian,0.0
calich,0.0
ebook,0.0
erwin,0.0
roessler,0.0
clip,0.0
on,0.0
margaret,0.0
drill,0.0
multimedia,0.0
linux,0.0
cognit,0.0
marjori,0.0
chan,0.0
substandard,0.0
sharper,0.0
chap,0.0
worksheet,0.0
chinglish,0.0
nciku,0.0
mdbg,0.0
rosetta,0.0
cedict,0.0
stardict,0.0
multilanguag,0.0
unix,0.0
freebsd,0.0
cantodict,0.0
openoffic,0.0
firefox,0.0
offlin,0.0
mian,0.0
chia,0.0
liu,0.0
oneaday,0.0
chinalink,0.0
spice,0.0
javanes,0.0
pepper,0.0
aceh,0.0
sukarno,0.0
suharto,0.0
rethink,0.0
asean,0.0
regenc,0.0
kabupaten,0.0
kota,0.0
kecamatan,0.0
yogyakarta,0.0
irian,0.0
jaya,0.0
sunda,0.0
medan,0.0
puncak,0.0
rupiah,0.0
rp,0.0
sundanes,0.0
daerah,0.0
pt,0.0
pustaka,0.0
wayang,0.0
telor,0.0
coconut,0.0
gamelan,0.0
tvri,0.0
mode,0.0
bharata,0.0
harbour,0.0
af,0.0
toll,0.0
ferri,0.0
sewag,0.0
envisag,0.0
trash,0.0
jemaah,0.0
biomed,0.0
hawker,0.0
tanah,0.0
melayu,0.0
mrt,0.0
ali,0.0
erasmu,0.0
willem,0.0
boulevard,0.0
frankfurt,0.0
gawc,0.0
surf,0.0
amid,0.0
pavilion,0.0
gambang,0.0
overcrowd,0.0
tim,0.0
evict,0.0
intestin,0.0
epidem,0.0
warehous,0.0
buffer,0.0
nurseri,0.0
nasion,0.0
sumpah,0.0
pemuda,0.0
malacca,0.0
rickshaw,0.0
vendor,0.0
ismail,0.0
halim,0.0
jalan,0.0
merdeka,0.0
pasar,0.0
budaya,0.0
seni,0.0
taman,0.0
suara,0.0
astro,0.0
sudirman,0.0
monorail,0.0
casablanca,0.0
dki,0.0
jabodetabek,0.0
jayakarta,0.0
kelapa,0.0
batavia,0.0
djakarta,0.0
istiql,0.0
soekarno,0.0
hatta,0.0
perdanakusuma,0.0
tanjung,0.0
priok,0.0
busway,0.0
stadhui,0.0
tarumanagara,0.0
purnawarman,0.0
pura,0.0
banten,0.0
kalapa,0.0
lontar,0.0
bujangga,0.0
manik,0.0
bodleian,0.0
demak,0.0
fatahillah,0.0
kali,0.0
besar,0.0
andri,0.0
beeckman,0.0
jayawikarta,0.0
lancast,0.0
pieterszoon,0.0
coen,0.0
glodok,0.0
koningsplein,0.0
menteng,0.0
kebayoran,0.0
baru,0.0
sciencedirect,0.0
instig,0.0
clover,0.0
mh,0.0
thamrin,0.0
khusu,0.0
ibukota,0.0
sadikin,0.0
trisakti,0.0
hatr,0.0
shari,0.0
islamiah,0.0
kotamadya,0.0
regent,0.0
pusat,0.0
barat,0.0
langgam,0.0
toko,0.0
merah,0.0
selatan,0.0
timur,0.0
utara,0.0
ancol,0.0
dreamland,0.0
impian,0.0
kepulauan,0.0
seribu,0.0
toku,0.0
betsu,0.0
sudiro,0.0
sumarno,0.0
ciliwung,0.0
bogor,0.0
depok,0.0
asiaview,0.0
bloomberg,0.0
trillion,0.0
yahoo,0.0
tanjidor,0.0
betawi,0.0
postkolonial,0.0
gesellschaft,0.0
differenzierung,0.0
ondel,0.0
minang,0.0
kromong,0.0
marawi,0.0
yaman,0.0
jaksa,0.0
kemang,0.0
marzuki,0.0
cikini,0.0
gedung,0.0
kesenian,0.0
balai,0.0
sarbini,0.0
semanggi,0.0
bentara,0.0
palmerah,0.0
indah,0.0
senen,0.0
lure,0.0
jiffest,0.0
jfff,0.0
flona,0.0
lapangan,0.0
banteng,0.0
culturel,0.0
jawaharl,0.0
nehru,0.0
mandiri,0.0
bayt,0.0
purna,0.0
bhakti,0.0
pertiwi,0.0
asmat,0.0
petrol,0.0
satria,0.0
mandala,0.0
lubang,0.0
buaya,0.0
broth,0.0
tripe,0.0
kerak,0.0
gado,0.0
cucur,0.0
bisni,0.0
po,0.0
seputar,0.0
kompa,0.0
republika,0.0
warta,0.0
lampu,0.0
pembaruan,0.0
tpi,0.0
rcti,0.0
indosiar,0.0
starantv,0.0
sctv,0.0
jak,0.0
toon,0.0
telkomvis,0.0
indovis,0.0
nusantara,0.0
aora,0.0
grp,0.0
gdrp,0.0
grdp,0.0
busker,0.0
squatter,0.0
unauthor,0.0
windscreen,0.0
sep,0.0
tangerang,0.0
bekasi,0.0
outgrown,0.0
jender,0.0
wisma,0.0
ragunan,0.0
dunia,0.0
atlanti,0.0
gelanggang,0.0
samudra,0.0
senayan,0.0
pondok,0.0
anggrek,0.0
gade,0.0
artha,0.0
abang,0.0
mangga,0.0
dua,0.0
cempaka,0.0
ma,0.0
jatinegara,0.0
suropati,0.0
burgemeest,0.0
bishopplein,0.0
persahabatan,0.0
seniman,0.0
monumen,0.0
pembebasan,0.0
deandel,0.0
soeharto,0.0
beautif,0.0
mikrolet,0.0
minibus,0.0
motoris,0.0
bajaj,0.0
azuma,0.0
yoshifumi,0.0
beca,0.0
sinar,0.0
harapan,0.0
transjakarta,0.0
merak,0.0
cikarang,0.0
karawang,0.0
cikampek,0.0
purwakarta,0.0
gambir,0.0
serpong,0.0
manggarai,0.0
kuningan,0.0
kampung,0.0
roxi,0.0
lebak,0.0
bulu,0.0
sawah,0.0
cgk,0.0
hlp,0.0
vvip,0.0
salemba,0.0
universita,0.0
atma,0.0
stovia,0.0
bung,0.0
karno,0.0
persija,0.0
persitara,0.0
madya,0.0
istora,0.0
bantar,0.0
gebang,0.0
bead,0.0
stair,0.0
twin,0.0
ua,0.0
localis,0.0
subcategori,0.0
ivori,0.0
fingernail,0.0
craftsman,0.0
basket,0.0
quarrel,0.0
charcoal,0.0
fenc,0.0
footprint,0.0
xylophon,0.0
marimba,0.0
serpent,0.0
ufa,0.0
zi,0.0
kamil,0.0
yai,0.0
goa,0.0
alper,0.0
vernet,0.0
puissanc,0.0
omanais,0.0
africanist,0.0
mnyama,0.0
interrel,0.0
joka,0.0
nyoka,0.0
bwana,0.0
shangazi,0.0
kadhi,0.0
ziwa,0.0
taifa,0.0
anga,0.0
vumbi,0.0
maridhawa,0.0
kundi,0.0
kabila,0.0
jeshi,0.0
daraja,0.0
manyoya,0.0
mapesa,0.0
manyasi,0.0
jongoo,0.0
milliped,0.0
jiw,0.0
tunda,0.0
mapacha,0.0
jino,0.0
tumbo,0.0
jicho,0.0
bawa,0.0
dialog,0.0
neno,0.0
kunena,0.0
wazo,0.0
maana,0.0
pigo,0.0
kupiga,0.0
gomvi,0.0
shauri,0.0
kosa,0.0
jambo,0.0
penzi,0.0
jibu,0.0
agano,0.0
malipo,0.0
testicl,0.0
ndege,0.0
nswi,0.0
ugali,0.0
porridg,0.0
wali,0.0
ukuta,0.0
ukucha,0.0
upand,0.0
ubavu,0.0
wavu,0.0
wayo,0.0
uteo,0.0
winnow,0.0
utambi,0.0
utep,0.0
uta,0.0
unywel,0.0
singul,0.0
unyoya,0.0
uvumbi,0.0
ushanga,0.0
mahali,0.0
pahali,0.0
mwahali,0.0
pazuri,0.0
kuzuri,0.0
muzuri,0.0
sanifu,0.0
animaci,0.0
ud,0.0
deen,0.0
za,0.0
kitikuu,0.0
kigunya,0.0
kibajuni,0.0
chichifundi,0.0
kichagga,0.0
chagga,0.0
kilimanjaromountain,0.0
colonialist,0.0
bob,0.0
cricket,0.0
flagship,0.0
mtv,0.0
pang,0.0
cali,0.0
dj,0.0
shortag,0.0
casino,0.0
revolv,0.0
seater,0.0
cheaper,0.0
airway,0.0
smartcard,0.0
radiu,0.0
stanley,0.0
henceforth,0.0
furor,0.0
coca,0.0
beverag,0.0
perimet,0.0
pli,0.0
blast,0.0
kenton,0.0
marathon,0.0
inn,0.0
afc,0.0
southampton,0.0
cigarett,0.0
uninhabit,0.0
shaggi,0.0
interim,0.0
hilton,0.0
westgat,0.0
precaut,0.0
popularis,0.0
calif,0.0
derbi,0.0
globalis,0.0
nazaren,0.0
hollywood,0.0
unavail,0.0
serena,0.0
rape,0.0
patrol,0.0
gujarat,0.0
judi,0.0
grill,0.0
nightli,0.0
karen,0.0
tremor,0.0
skate,0.0
rink,0.0
arboretum,0.0
intercontinent,0.0
chilli,0.0
sidewalk,0.0
sunniest,0.0
ghetto,0.0
multin,0.0
ntv,0.0
storey,0.0
viewership,0.0
dutton,0.0
maasai,0.0
enkar,0.0
nyirobi,0.0
depot,0.0
sisal,0.0
nse,0.0
ewaso,0.0
briton,0.0
kikuyu,0.0
mau,0.0
qaida,0.0
nairobian,0.0
ngong,0.0
wangari,0.0
maathai,0.0
karura,0.0
gigiri,0.0
cloudiest,0.0
makadara,0.0
kamukunji,0.0
stareh,0.0
langata,0.0
dagoretti,0.0
kasarani,0.0
embakasi,0.0
kibera,0.0
pumwani,0.0
upmarket,0.0
lavington,0.0
muthaiga,0.0
runda,0.0
highridg,0.0
kangemi,0.0
kariokor,0.0
dandora,0.0
kariobangi,0.0
huruma,0.0
eastleigh,0.0
arap,0.0
kanu,0.0
jeevanje,0.0
kenyanairobi,0.0
organi,0.0
rubicam,0.0
zain,0.0
cisco,0.0
kengen,0.0
goodyear,0.0
haill,0.0
afri,0.0
citibank,0.0
rahimtulla,0.0
pricewaterhousecoop,0.0
floorspac,0.0
hurlingham,0.0
parkland,0.0
gurdwara,0.0
ismaili,0.0
jamat,0.0
khana,0.0
jamia,0.0
sarit,0.0
jpgkwani,0.0
thiong,0.0
meja,0.0
mwangi,0.0
njeri,0.0
karago,0.0
kibing,0.0
blixen,0.0
isak,0.0
dinesen,0.0
pollack,0.0
scanti,0.0
benga,0.0
soukou,0.0
kinshasa,0.0
mazemb,0.0
jua,0.0
nonini,0.0
nameless,0.0
amani,0.0
jimw,0.0
mejja,0.0
ogopa,0.0
jomino,0.0
geng,0.0
subgenr,0.0
marley,0.0
sensat,0.0
fanbas,0.0
hiphop,0.0
rapper,0.0
coolio,0.0
boyz,0.0
nyayo,0.0
gymkhana,0.0
mathar,0.0
gor,0.0
mahia,0.0
tusker,0.0
racecours,0.0
jockey,0.0
laico,0.0
lilian,0.0
panari,0.0
yaya,0.0
junciton,0.0
nakumatt,0.0
uchumi,0.0
tuski,0.0
ramoma,0.0
mizizi,0.0
boma,0.0
sheldrick,0.0
jkia,0.0
kisumu,0.0
matatu,0.0
ama,0.0
mathre,0.0
barack,0.0
obama,0.0
reckless,0.0
maximis,0.0
buss,0.0
kb,0.0
hoppa,0.0
liveri,0.0
akamba,0.0
eldoret,0.0
smartbu,0.0
kitengela,0.0
kiserian,0.0
rongai,0.0
kr,0.0
nanyuki,0.0
safer,0.0
tarmack,0.0
ongata,0.0
waiyaki,0.0
eastland,0.0
thika,0.0
jogoo,0.0
machako,0.0
namanga,0.0
cnbc,0.0
kibra,0.0
irin,0.0
korogocho,0.0
milimani,0.0
rosslyn,0.0
kitisuru,0.0
greenpark,0.0
athi,0.0
buru,0.0
komarock,0.0
donholm,0.0
etho,0.0
healthcar,0.0
nyangi,0.0
entreupenear,0.0
microfin,0.0
lomoro,0.0
soweto,0.0
nairobberi,0.0
insecur,0.0
robberi,0.0
nytim,0.0
burglari,0.0
carjack,0.0
unplan,0.0
unpunish,0.0
burglar,0.0
osac,0.0
makini,0.0
riara,0.0
braeburn,0.0
brookhous,0.0
strathmor,0.0
hillcrest,0.0
kianda,0.0
sangal,0.0
madaraka,0.0
daystar,0.0
aga,0.0
chiea,0.0
denver,0.0
fallingrain,0.0
bankruptci,0.0
sterl,0.0
op,0.0
bombard,0.0
amsterdam,0.0
ruben,0.0
impressionist,0.0
gogh,0.0
benelux,0.0
diamant,0.0
diamond,0.0
alexi,0.0
deepen,0.0
businessman,0.0
carolu,0.0
camil,0.0
anver,0.0
alluvi,0.0
gallant,0.0
furi,0.0
petrochem,0.0
unload,0.0
barg,0.0
tonnag,0.0
ornat,0.0
entail,0.0
tightli,0.0
congreg,0.0
pol,0.0
statesman,0.0
conscienc,0.0
mainstay,0.0
mercenari,0.0
abbey,0.0
pieter,0.0
bypass,0.0
lothrop,0.0
viaduct,0.0
quay,0.0
alma,0.0
practis,0.0
martyr,0.0
wrestler,0.0
surmount,0.0
missil,0.0
breda,0.0
brabant,0.0
huysman,0.0
antwerp,0.0
rotterdam,0.0
dockland,0.0
essen,0.0
tyndal,0.0
capsul,0.0
wharf,0.0
sediment,0.0
synagogu,0.0
ditch,0.0
burnt,0.0
builder,0.0
antoinett,0.0
waterloo,0.0
brouwer,0.0
genoa,0.0
evangel,0.0
fran,0.0
vill,0.0
equinox,0.0
rysbrack,0.0
whereupon,0.0
echt,0.0
flander,0.0
duchess,0.0
hal,0.0
stad,0.0
clarenc,0.0
oval,0.0
wellington,0.0
cartograph,0.0
janssen,0.0
agglomer,0.0
gresham,0.0
margravi,0.0
markt,0.0
laden,0.0
centrum,0.0
mosh,0.0
zoom,0.0
cavendish,0.0
impedi,0.0
thrown,0.0
liev,0.0
vrouwekathedra,0.0
grote,0.0
droit,0.0
janvier,0.0
belgisch,0.0
stadsgewesten,0.0
agglomerati,0.0
banlieu,0.0
forensenwoonzon,0.0
westerscheld,0.0
antigoon,0.0
brabo,0.0
flung,0.0
antwerpen,0.0
wearpan,0.0
mort,0.0
motley,0.0
werf,0.0
aan,0.0
werp,0.0
polder,0.0
antverpia,0.0
verpia,0.0
ringway,0.0
meredith,0.0
booney,0.0
aanwerp,0.0
vicu,0.0
brittanica,0.0
anda,0.0
werpum,0.0
merovingian,0.0
amand,0.0
bouillon,0.0
norbert,0.0
xanten,0.0
premonstratensian,0.0
calo,0.0
arteveld,0.0
lionel,0.0
zwin,0.0
braudel,0.0
guicciardini,0.0
cinnamon,0.0
oligarchi,0.0
ragusa,0.0
reabsorb,0.0
cateau,0.0
cambresi,0.0
parma,0.0
alba,0.0
bilbao,0.0
piacenza,0.0
seaborn,0.0
stint,0.0
fallback,0.0
haredi,0.0
hasid,0.0
berchem,0.0
berendrecht,0.0
zandvliet,0.0
lillo,0.0
borgerhout,0.0
deurn,0.0
ekeren,0.0
hoboken,0.0
merksem,0.0
wilrijk,0.0
guildhous,0.0
groenplaat,0.0
lawcourt,0.0
antwerpia,0.0
nummi,0.0
delacenseri,0.0
gilt,0.0
viz,0.0
plantin,0.0
moretu,0.0
christoffel,0.0
plantijn,0.0
boerentoren,0.0
kbc,0.0
empori,0.0
dyck,0.0
rubenshui,0.0
arup,0.0
vk,0.0
antithesi,0.0
poelaert,0.0
airi,0.0
oast,0.0
zuid,0.0
amerikalei,0.0
neatli,0.0
underpass,0.0
bolivarplaat,0.0
steen,0.0
enceint,0.0
caponi,0.0
wijnegem,0.0
redoubt,0.0
oorderen,0.0
aapa,0.0
doel,0.0
kallo,0.0
blueston,0.0
bort,0.0
hoge,0.0
raad,0.0
voor,0.0
hasselt,0.0
ghent,0.0
lill,0.0
bergen,0.0
waasland,0.0
liefkenshoek,0.0
oosterweelconnect,0.0
wapper,0.0
turnhout,0.0
mechelen,0.0
charleroi,0.0
luttr,0.0
sebald,0.0
austerlitz,0.0
centraal,0.0
semicircl,0.0
singel,0.0
lijn,0.0
premetro,0.0
vlm,0.0
marian,0.0
jordaen,0.0
tenier,0.0
antverpian,0.0
antwerpenaren,0.0
antwaarp,0.0
teater,0.0
bollekesfeest,0.0
koninck,0.0
bollek,0.0
mokatin,0.0
confiseri,0.0
roodthooft,0.0
elixir,0.0
liqueur,0.0
koffi,0.0
verheyen,0.0
candico,0.0
poolster,0.0
her,0.0
streekproducten,0.0
vzw,0.0
germin,0.0
beerschot,0.0
shomrei,0.0
hadass,0.0
rabbi,0.0
dovid,0.0
moish,0.0
lieberman,0.0
machsik,0.0
eliyahu,0.0
sternbuch,0.0
kreiswirth,0.0
bne,0.0
pshevorsk,0.0
satmar,0.0
belz,0.0
bobov,0.0
skver,0.0
seafar,0.0
seamen,0.0
mannskirken,0.0
apostleship,0.0
cafeteria,0.0
paramaribo,0.0
durban,0.0
orteliu,0.0
blommaert,0.0
flori,0.0
gilli,0.0
coninxloo,0.0
bartholomeu,0.0
spranger,0.0
etcher,0.0
mattheu,0.0
resp,0.0
oliva,0.0
caspar,0.0
crayer,0.0
fyt,0.0
gerard,0.0
edelinck,0.0
tilleman,0.0
leeuw,0.0
vlaanderen,0.0
eekhoud,0.0
delehay,0.0
hagiograph,0.0
elsschot,0.0
permek,0.0
ostaijen,0.0
lilar,0.0
gilliam,0.0
feuerwerk,0.0
jurist,0.0
buyss,0.0
evi,0.0
goffin,0.0
vocalist,0.0
jessica,0.0
gotch,0.0
barman,0.0
usselincx,0.0
patinir,0.0
wencesla,0.0
hollar,0.0
matsi,0.0
mabus,0.0
cleve,0.0
brueghel,0.0
printmak,0.0
marnix,0.0
stevin,0.0
newcastl,0.0
adriaen,0.0
davidszoon,0.0
heem,0.0
lieven,0.0
brialmont,0.0
tadema,0.0
yitzchok,0.0
gewirtzman,0.0
romi,0.0
goldmuntz,0.0
walschap,0.0
essayist,0.0
sessarego,0.0
conman,0.0
hoaxer,0.0
maurier,0.0
cartoonist,0.0
daphn,0.0
talmudist,0.0
vilvoord,0.0
akiba,0.0
rubinstein,0.0
veerl,0.0
casteleyn,0.0
linkeroev,0.0
seefhoek,0.0
stuyvenbergplein,0.0
wesenbekestraat,0.0
zurenborg,0.0
aww,0.0
archief,0.0
vlaam,0.0
cultuurleven,0.0
hassid,0.0
scribani,0.0
antwerpiensium,0.0
merten,0.0
torf,0.0
geschiedeni,0.0
sedert,0.0
sticht,0.0
tyden,0.0
nard,0.0
traver,0.0
annuair,0.0
statistiqu,0.0
belgiqu,0.0
stillwel,0.0
timor,0.0
bracket,0.0
petit,0.0
novo,0.0
dictionarium,0.0
lusitanum,0.0
latinum,0.0
lisbon,0.0
tavira,0.0
velho,0.0
galicia,0.0
hispania,0.0
vai,0.0
pillar,0.0
unanim,0.0
editori,0.0
fuego,0.0
overshadow,0.0
carriag,0.0
barrack,0.0
wizard,0.0
repetit,0.0
stake,0.0
pu,0.0
pumpkin,0.0
magnu,0.0
carthaginian,0.0
sinhala,0.0
eclips,0.0
mozambican,0.0
sinhales,0.0
crochet,0.0
ter,0.0
lisboa,0.0
guarani,0.0
yve,0.0
manado,0.0
legitimaci,0.0
interspers,0.0
ngua,0.0
portuguesa,0.0
gallaeci,0.0
lusitanian,0.0
celtici,0.0
conii,0.0
tetum,0.0
miguel,0.0
lope,0.0
suav,0.0
shipley,0.0
olavo,0.0
bilac,0.0
flor,0.0
inculta,0.0
latium,0.0
vaz,0.0
ibg,0.0
bissau,0.0
ncipe,0.0
cplp,0.0
monolingu,0.0
verdean,0.0
imigrant,0.0
brasileiro,0.0
popularizam,0.0
newark,0.0
brazuca,0.0
daman,0.0
diu,0.0
infozon,0.0
acronym,0.0
luz,0.0
obiang,0.0
nguema,0.0
conviert,0.0
tercer,0.0
idioma,0.0
entrar,0.0
comunidad,0.0
bosqu,0.0
curitiba,0.0
caipira,0.0
mina,0.0
gerai,0.0
benguelens,0.0
benguela,0.0
luandens,0.0
luanda,0.0
sulista,0.0
paulistano,0.0
mato,0.0
grosso,0.0
cearens,0.0
baiano,0.0
bahia,0.0
